model auto,year of production,mileage,exterior colour,tax,transmission,wheel drive,number of owners,engine volume,engine power,engine type,fuel type,acceleration,MPG,country of the car brand,class,top speed,environmental class,price,fuel utilization efficiency,engine optimality,intensity of use
Haval,2022,22000.0,белый,5005.0,роботизированная,передний,1 владелец,1.5,143.0,бензиновый ,АИ-92 ,9.8,8.1,Китай ,C ,185.0,Euro 5 ,1950000.0,5.3999999999999995,2102.1000000000004,7333.333333333333
Mercedes-Benz,2021,35800.0,чёрный,17640.0,автоматическая,полный,1 владелец,2.0,245.0,дизельный ,ДТ ,7.2,6.4,Германия ,E ,225.0,Euro 6 ,8900000.0,3.2,3528.0,8950.0
Chevrolet,2016,113000.0,чёрный,1840.0,механическая,полный,3 или более,1.7,80.0,бензиновый ,АИ-95 ,19.0,10.8,США ,J ,140.0,Euro 4 ,680000.0,6.352941176470589,2584.0,12555.555555555555
Citroen,2003,400000.0,зелёный,4352.0,механическая,передний,3 или более,2.0,136.0,бензиновый ,АИ-95 ,10.8,8.3,Франция ,D ,208.0,Euro 0,260000.0,4.15,2937.6000000000004,18181.81818181818
Haval,2022,77501.0,чёрный,5005.0,механическая,передний,3 или более,1.5,143.0,бензиновый ,АИ-92 ,9.8,7.5,Китай ,C ,185.0,Euro 5 ,1750000.0,5.0,2102.1000000000004,25833.666666666668
Toyota,2015,48500.0,синий,4964.0,вариатор,передний,2 владельца,2.0,146.0,бензиновый ,АИ-95 ,11.1,7.4,Япония ,C ,180.0,Euro 5 ,2430000.0,3.7,3241.2,4850.0
Skoda,2015,115001.0,белый,3520.0,автоматическая,передний,3 или более,1.6,110.0,бензиновый ,АИ-95 ,11.6,6.1,Чехия ,B ,191.0,Euro 5 ,1079990.0,3.8124999999999996,2041.6,11500.1
Chevrolet,2017,115000.0,красный,1840.0,механическая,полный,1 владелец,1.7,80.0,бензиновый ,АИ-95 ,19.0,10.8,США ,J ,140.0,Euro 4 ,760000.0,6.352941176470589,2584.0,14375.0
Kia,2014,149900.0,серый,3813.0,автоматическая,передний,3 или более,1.6,123.0,бензиновый ,АИ-92 ,11.2,6.4,Южная Корея ,B ,185.0,Euro 4 ,1050000.0,4.0,2204.16,13627.272727272728
Hyundai,2020,39000.0,белый,13130.0,роботизированная,полный,1 владелец,2.2,202.0,дизельный ,ДТ ,9.2,5.9,Южная Корея ,D ,205.0,Euro 6 ,3990000.0,2.6818181818181817,4088.48,7800.0
Lada,2020,54730.0,белый,3498.0,механическая,передний,1 владелец,1.6,106.0,бензиновый ,АИ-92 ,11.2,6.9,Россия ,B ,175.0,Euro 5 ,998000.0,4.3125,1899.5200000000002,10946.0
Hyundai,2016,135000.0,серебристый,3936.0,автоматическая,передний,3 или более,1.6,123.0,бензиновый ,АИ-92 ,11.2,6.5,Южная Корея ,B ,185.0,Euro 4 ,1080000.0,4.0625,2204.16,15000.0
Lada,2023,17000.0,белый,3498.0,механическая,передний,1 владелец,1.6,106.0,бензиновый ,АИ-92 ,12.9,7.3,Россия ,B ,174.0,Euro 5 ,1499990.0,4.5625,2187.84,8500.0
Ford,2010,226000.0,серый,3875.0,механическая,передний,2 владельца,1.8,125.0,бензиновый ,АИ-95 ,10.5,7.0,США ,C ,193.0,Euro 0,645000.0,3.888888888888889,2362.5,15066.666666666666
Hyundai,2021,37959.0,белый,4059.0,механическая,передний,1 владелец,1.6,123.0,бензиновый ,АИ-92 ,10.3,6.3,Южная Корея ,B ,193.0,Euro 5 ,1450000.0,3.9374999999999996,2027.0400000000002,9489.75
Lada,2017,126000.0,серый,3392.0,механическая,передний,1 владелец,1.6,106.0,бензиновый ,АИ-92 ,11.2,6.9,Россия ,B ,175.0,Euro 5 ,819990.0,4.3125,1899.5200000000002,15750.0
Volkswagen,2018,71000.0,серый,3520.0,автоматическая,передний,2 владельца,1.6,110.0,бензиновый ,АИ-95 ,11.7,5.9,Германия ,B ,184.0,Euro 5 ,1300000.0,3.6875,2059.2,10142.857142857143
Lada,2023,12755.0,чёрный,2250.0,механическая,передний,1 владелец,1.6,90.0,бензиновый ,АИ-95 ,11.2,6.8,Россия ,B ,172.0,Euro 5 ,1055000.0,4.25,1612.8,6377.5
Lada,2018,102000.0,бежевый,3392.0,механическая,передний,1 владелец,1.6,106.0,бензиновый ,АИ-95 ,11.4,7.2,Россия ,B ,176.0,Euro 0,800000.0,4.5,1933.4400000000003,14571.42857142857
Lada,2019,60000.0,коричневый,2001.0,механическая,передний,1 владелец,1.6,87.0,бензиновый ,АИ-95 ,11.9,6.8,Россия ,B ,170.0,Euro 5 ,729990.0,4.25,1656.4800000000002,10000.0
Haval,2022,14000.0,синий,5250.0,роботизированная,полный,1 владелец,1.5,150.0,бензиновый ,АИ-92 ,9.8,8.2,Китай ,C ,185.0,Euro 5 ,2175000.0,5.466666666666666,2205.0,4666.666666666667
Lada,2021,67433.0,серебристый,3498.0,механическая,передний,1 владелец,1.6,106.0,бензиновый ,АИ-92 ,12.4,7.3,Россия ,B ,178.0,Euro 5 ,1250000.0,4.5625,2103.0400000000004,16858.25
Lada,2019,73141.0,оранжевый,2001.0,механическая,передний,1 владелец,1.6,87.0,бензиновый ,АИ-95 ,12.2,6.8,Россия ,B ,166.0,Euro 5 ,810000.0,4.25,1698.24,12190.166666666666
Volkswagen,2017,81000.0,серый,4000.0,роботизированная,передний,2 владельца,1.4,125.0,бензиновый ,АИ-95 ,10.5,6.5,Германия ,C ,190.0,Euro 6 ,2240000.0,4.642857142857143,1837.5,10125.0
Kia,2020,64101.0,чёрный,4059.0,автоматическая,передний,2 владельца,1.6,123.0,бензиновый ,АИ-92 ,11.2,6.6,Южная Корея ,B ,192.0,Euro 5 ,1750000.0,4.124999999999999,2204.16,12820.2
Kia,2021,10829.0,серый,4059.0,автоматическая,передний,1 владелец,1.6,123.0,бензиновый ,АИ-92 ,11.2,6.6,Южная Корея ,B ,192.0,Euro 5 ,1850000.0,4.124999999999999,2204.16,2707.25
Subaru,2020,85892.0,серый,9250.0,вариатор,полный,1 владелец,2.5,185.0,бензиновый ,АИ-95 ,9.5,7.4,Япония ,D ,207.0,Euro 0,4199000.0,2.96,4393.75,17178.4
Mitsubishi,2021,72854.0,коричневый,7849.0,вариатор,полный,1 владелец,2.4,167.0,бензиновый ,АИ-92 ,10.5,7.8,Япония ,D ,198.0,Euro 5 ,3430000.0,3.25,4208.400000000001,18213.5
Volvo,2021,33873.0,синий,43200.0,автоматическая,полный,1 владелец,2.0,320.0,гибридный ,АИ-95 ,5.6,2.1,Швеция ,E ,230.0,Euro 6 ,7790000.0,1.05,3584.0,8468.25
Lada,2019,116000.0,коричневый,3392.0,механическая,передний,1 владелец,1.6,106.0,бензиновый ,АИ-92 ,11.2,6.9,Россия ,B ,175.0,Euro 5 ,950000.0,4.3125,1899.5200000000002,19333.333333333332
Hyundai,2011,148700.0,белый,3317.0,механическая,передний,3 или более,1.4,107.0,бензиновый ,АИ-92 ,12.1,6.0,Южная Корея ,B ,190.0,Euro 0,570000.0,4.285714285714286,1812.5799999999997,10621.42857142857
Lada,2018,75000.0,коричневый,3648.0,механическая,передний,2 владельца,1.6,114.0,бензиновый ,АИ-95 ,9.5,8.6,Россия ,B ,195.0,Euro 5 ,820000.0,5.374999999999999,1732.8,10714.285714285714
Porsche,2013,118000.0,чёрный,60000.0,автоматическая,полный,1 владелец,4.8,500.0,бензиновый ,АИ-98 ,4.7,11.5,Германия ,E ,278.0,Euro 5 ,3525000.0,2.3958333333333335,11280.0,9833.333333333334
Lada,2022,47994.0,красный,3498.0,механическая,передний,1 владелец,1.6,106.0,бензиновый ,АИ-92 ,11.2,6.9,Россия ,B ,175.0,Euro 5 ,1249000.0,4.3125,1899.5200000000002,15998.0
Geely,2019,154544.0,белый,9016.0,автоматическая,полный,3 или более,1.8,184.0,бензиновый ,АИ-95 ,10.7,9.0,Китай ,C ,195.0,Euro 5 ,1650000.0,5.0,3543.8399999999997,25757.333333333332
Renault,2012,314000.0,серый,3286.0,автоматическая,передний,2 владельца,1.6,106.0,бензиновый ,АИ-95 ,13.9,7.5,Франция ,C ,180.0,Euro 4 ,830000.0,4.6875,2357.4400000000005,24153.846153846152
Lada,2019,89000.0,серый,2001.0,механическая,передний,2 владельца,1.6,87.0,бензиновый ,АИ-95 ,11.6,7.5,Россия ,B ,172.0,Euro 5 ,650000.0,4.6875,1614.7200000000003,14833.333333333334
Geely,2021,27050.0,синий,17136.0,автоматическая,полный,1 владелец,2.0,238.0,бензиновый ,АИ-95 ,6.9,8.1,Китай ,C ,210.0,Euro 5 ,3150000.0,4.05,3284.4,6762.5
Skoda,2020,78000.0,коричневый,3630.0,автоматическая,передний,1 владелец,1.6,110.0,бензиновый ,АИ-95 ,11.8,6.1,Чехия ,B ,190.0,Euro 5 ,1780000.0,3.8124999999999996,2076.8,15600.0
Kia,2023,1124.0,белый,8950.0,автоматическая,полный,1 владелец,2.5,179.0,бензиновый ,АИ-95 ,10.3,8.9,Южная Корея ,D ,195.0,Euro 5 ,4860000.0,3.56,4609.25,562.0
Volkswagen,2018,103934.0,синий,17430.0,автоматическая,полный,2 владельца,3.0,249.0,дизельный ,ДТ ,6.8,7.1,Германия ,E ,238.0,Euro 6 ,5390000.0,2.3666666666666667,5079.599999999999,14847.714285714286
Kia,2019,37473.0,чёрный,5100.0,автоматическая,передний,2 владельца,2.0,150.0,бензиновый ,АИ-95 ,11.1,7.9,Южная Корея ,C ,181.0,Euro 5 ,2450000.0,3.95,3330.0,6245.5
Lada,2023,22610.0,белый,2250.0,механическая,передний,1 владелец,1.6,90.0,бензиновый ,АИ-95 ,11.3,6.8,Россия ,B ,178.0,Euro 5 ,919990.0,4.25,1627.2,11305.0
Toyota,2015,147000.0,серый,8869.0,автоматическая,передний,1 владелец,2.5,181.0,бензиновый ,АИ-95 ,9.0,7.8,Япония ,E ,210.0,Euro 4 ,1590000.0,3.12,4072.5,14700.0
Lada,2022,36000.0,серебристый,2250.0,механическая,передний,1 владелец,1.6,90.0,бензиновый ,АИ-95 ,11.2,6.8,Россия ,B ,179.0,Euro 5 ,844000.0,4.25,1612.8,12000.0
Fiat,2008,130000.0,коричневый,1200.0,механическая,передний,3 или более,1.2,60.0,бензиновый ,АИ-95 ,14.0,5.6,Италия ,A ,155.0,Euro 0,280000.0,4.666666666666667,1008.0,7647.058823529412
Lada,2023,9316.0,белый,3498.0,механическая,передний,1 владелец,1.6,106.0,бензиновый ,АИ-95 ,10.5,6.5,Россия ,B ,184.0,Euro 5 ,950000.0,4.0625,1780.8000000000002,4658.0
Toyota,2022,6900.0,серый,9950.0,автоматическая,полный,1 владелец,2.5,199.0,бензиновый ,АИ-92 ,8.5,7.3,Япония ,C ,200.0,Euro 5 ,4601000.0,2.92,4228.75,2300.0
Chery,2021,60593.0,белый,5145.0,вариатор,передний,1 владелец,1.5,147.0,бензиновый ,АИ-92 ,9.8,8.2,Китай ,C ,186.0,Euro 6 ,1947000.0,5.466666666666666,2160.9,15148.25
Lada,2022,45000.0,коричневый,2250.0,механическая,передний,1 владелец,1.6,90.0,бензиновый ,АИ-95 ,11.2,6.8,Россия ,B ,173.0,Euro 5 ,879990.0,4.25,1612.8,15000.0
Lada,2023,20045.0,белый,3498.0,механическая,передний,1 владелец,1.6,106.0,бензиновый ,АИ-95 ,10.8,6.5,Россия ,B ,178.0,Euro 5 ,1149000.0,4.0625,1831.6800000000003,10022.5
Hyundai,2022,38000.0,серый,4059.0,автоматическая,передний,1 владелец,1.6,123.0,бензиновый ,АИ-92 ,11.2,6.6,Южная Корея ,B ,192.0,Euro 5 ,1890000.0,4.124999999999999,2204.16,12666.666666666666
Skoda,2012,158000.0,белый,3162.0,механическая,передний,2 владельца,1.6,102.0,бензиновый ,АИ-95 ,12.3,7.4,Чехия ,C ,190.0,Euro 4 ,995000.0,4.625,2007.3600000000004,12153.846153846154
Mitsubishi,2010,111767.0,серый,1408.0,автоматическая,полный,1 владелец,0.7,64.0,бензиновый ,АИ-95 ,15.0,6.5,Япония ,J ,139.0,Euro 0,780000.0,9.285714285714286,672.0,7451.133333333333
Lada,2012,181000.0,синий,1914.0,механическая,передний,3 или более,1.6,87.0,бензиновый ,АИ-95 ,12.5,7.3,Россия ,B ,176.0,Euro 4 ,340000.0,4.5625,1740.0000000000002,13923.076923076924
Subaru,2021,19000.0,белый,9250.0,вариатор,полный,1 владелец,2.5,185.0,бензиновый ,АИ-95 ,9.5,7.4,Япония ,D ,207.0,Euro 0,3200000.0,2.96,4393.75,4750.0
Hyundai,2021,40334.0,синий,4059.0,автоматическая,передний,1 владелец,1.6,123.0,бензиновый ,АИ-92 ,11.2,6.6,Южная Корея ,B ,192.0,Euro 5 ,1850000.0,4.124999999999999,2204.16,10083.5
Toyota,2017,47000.0,белый,4964.0,вариатор,полный,1 владелец,2.0,146.0,бензиновый ,АИ-95 ,11.3,7.5,Япония ,C ,180.0,Euro 5 ,2950000.0,3.75,3299.6000000000004,5875.0
Lada,2020,72000.0,коричневый,3498.0,механическая,передний,1 владелец,1.6,106.0,бензиновый ,АИ-92 ,12.4,7.3,Россия ,B ,178.0,Euro 5 ,1194990.0,4.5625,2103.0400000000004,14400.0
Lexus,2018,82104.0,чёрный,45875.0,автоматическая,полный,3 или более,5.7,367.0,бензиновый ,АИ-92 ,7.7,14.8,Япония ,J ,180.0,Euro 0,10679000.0,2.5964912280701755,16107.630000000001,11729.142857142857
BMW,2013,180000.0,коричневый,38400.0,автоматическая,полный,2 владельца,3.0,320.0,бензиновый ,АИ-95 ,5.3,8.1,Германия ,E ,250.0,Euro 5 ,3150000.0,2.6999999999999997,5088.0,15000.0
Opel,2006,250000.0,серый,3150.0,механическая,передний,3 или более,1.6,105.0,бензиновый ,АИ-95 ,12.3,6.6,Германия ,C ,185.0,Euro 0,480000.0,4.124999999999999,2066.4,13157.894736842105
Kia,2022,49000.0,чёрный,9500.0,автоматическая,полный,1 владелец,2.5,190.0,бензиновый ,АИ-95 ,9.4,7.6,Южная Корея ,C ,197.0,Euro 6 ,3700000.0,3.04,4465.0,16333.333333333334
Skoda,2010,257852.0,синий,1892.0,механическая,передний,3 или более,1.4,86.0,бензиновый ,АИ-95 ,12.2,5.9,Чехия ,B ,175.0,Euro 5 ,550000.0,4.214285714285714,1468.8799999999999,17190.133333333335
Mitsubishi,2020,44101.0,серый,5110.0,вариатор,передний,1 владелец,2.0,146.0,бензиновый ,АИ-92 ,11.4,7.5,Япония ,D ,193.0,Euro 5 ,2399000.0,3.75,3328.8,8820.2
Volkswagen,2017,113265.0,серый,3520.0,механическая,передний,3 или более,1.6,110.0,бензиновый ,АИ-95 ,10.4,5.8,Германия ,B ,191.0,Euro 5 ,1349000.0,3.6249999999999996,1830.4,14158.125
Kia,2019,82500.0,серебристый,3936.0,автоматическая,передний,1 владелец,1.6,123.0,бензиновый ,АИ-95 ,11.2,7.4,Южная Корея ,B ,182.0,Euro 5 ,1833000.0,4.625,2204.16,13750.0
Lada,2020,15000.0,чёрный,3498.0,механическая,передний,1 владелец,1.6,106.0,бензиновый ,АИ-95 ,11.4,7.2,Россия ,B ,176.0,Euro 0,1200000.0,4.5,1933.4400000000003,3000.0
Infiniti,2020,1000.0,белый,17928.0,вариатор,полный,1 владелец,2.0,249.0,бензиновый ,АИ-95 ,7.3,8.6,Япония ,D ,220.0,Euro 0,3500000.0,4.3,3635.4,200.0
Toyota,2014,106000.0,серый,1518.0,вариатор,передний,1 владелец,1.0,69.0,бензиновый ,АИ-95 ,15.3,4.3,Япония ,B ,170.0,Euro 0,975000.0,4.3,1055.7,9636.363636363636
BMW,2020,29000.0,чёрный,9500.0,автоматическая,полный,1 владелец,2.0,190.0,дизельный ,ДТ ,7.2,4.5,Германия ,E ,232.0,Euro 6 ,5590000.0,2.25,2736.0,5800.0
Chevrolet,2012,138080.0,синий,3565.0,механическая,передний,3 или более,1.6,115.0,бензиновый ,АИ-95 ,11.3,6.6,США ,B ,189.0,Euro 5 ,760000.0,4.124999999999999,2079.2000000000003,10621.538461538461
Lada,2022,41280.0,серый,2000.0,механическая,полный,1 владелец,1.7,80.0,бензиновый ,АИ-95 ,19.0,10.2,Россия ,J ,140.0,Euro 5 ,1345000.0,6.0,2584.0,13760.0
Lada,2019,107000.0,красный,3392.0,механическая,передний,1 владелец,1.6,106.0,бензиновый ,АИ-95 ,10.6,6.5,Россия ,B ,183.0,Euro 5 ,760000.0,4.0625,1797.7600000000002,17833.333333333332
Mazda,2022,20000.0,серый,9700.0,автоматическая,полный,1 владелец,2.5,194.0,бензиновый ,АИ-95 ,9.0,7.4,Япония ,C ,195.0,Euro 0,3547000.0,2.96,4365.0,6666.666666666667
Audi,2020,37000.0,серый,45900.0,автоматическая,полный,2 владельца,3.0,340.0,бензиновый ,АИ-95 ,5.9,9.1,Германия ,E ,250.0,Euro 6 ,7550000.0,3.033333333333333,6018.0,7400.0
Volvo,2019,159000.0,синий,16450.0,автоматическая,полный,1 владелец,2.0,235.0,дизельный ,ДТ ,7.6,5.8,Швеция ,E ,220.0,Euro 6 ,4399000.0,2.9,3572.0,26500.0
Lexus,2020,22000.0,синий,17136.0,автоматическая,полный,1 владелец,2.0,238.0,бензиновый ,АИ-95 ,9.5,7.9,Япония ,E ,200.0,Euro 6 ,6550000.0,3.95,4522.0,4400.0
Geely,2021,56970.0,серый,5250.0,роботизированная,передний,1 владелец,1.5,150.0,бензиновый ,АИ-92 ,8.4,6.4,Китай ,B ,190.0,Euro 5 ,1850000.0,4.266666666666667,1890.0,14242.5
Voyah,2023,50.0,чёрный,13260.0,автоматическая,полный,1 владелец,1.5,490.0,гибридный ,АИ-92 ,4.8,0.81,Китай ,E ,200.0,Euro 6 ,4900000.0,0.54,3528.0,25.0
Ford,2004,262000.0,серебристый,1960.0,механическая,передний,3 или более,1.6,98.0,бензиновый ,АИ-92 ,12.9,7.0,США ,C ,180.0,Euro 0,260000.0,4.375,2022.7200000000003,12476.190476190477
Mercedes-Benz,2020,49000.0,чёрный,17640.0,автоматическая,полный,1 владелец,2.0,245.0,дизельный ,ДТ ,7.2,6.4,Германия ,E ,225.0,Euro 6 ,7800000.0,3.2,3528.0,9800.0
Hyundai,2023,15000.0,чёрный,17928.0,автоматическая,полный,1 владелец,3.5,249.0,бензиновый ,АИ-95 ,8.1,10.6,Южная Корея ,E ,210.0,Euro 5 ,7200000.0,3.0285714285714285,7059.15,7500.0
BMW,2020,55000.0,серый,71550.0,автоматическая,полный,1 владелец,4.4,530.0,бензиновый ,АИ-95 ,4.7,11.1,Германия ,F ,250.0,Euro 6 ,10900000.0,2.5227272727272725,10960.4,11000.0
Kia,2021,23767.0,чёрный,5250.0,автоматическая,передний,1 владелец,2.0,150.0,бензиновый ,АИ-95 ,10.6,9.8,Южная Корея ,D ,210.0,Euro 5 ,2650000.0,4.9,3180.0,5941.75
Volkswagen,2019,97000.0,серебристый,17430.0,автоматическая,полный,1 владелец,2.0,249.0,бензиновый ,АИ-95 ,6.8,8.2,Германия ,E ,225.0,Euro 6 ,4890000.0,4.1,3386.4,16166.666666666666
BMW,2021,51800.0,серый,17928.0,автоматическая,полный,2 владельца,3.0,249.0,дизельный ,ДТ ,6.5,6.8,Германия ,E ,230.0,Euro 6 ,9500000.0,2.2666666666666666,4855.5,12950.0
BMW,2019,42500.0,чёрный,42500.0,автоматическая,полный,1 владелец,3.0,340.0,бензиновый ,АИ-95 ,6.1,9.5,Германия ,F ,245.0,Euro 6 ,8400000.0,3.1666666666666665,6222.0,7083.333333333333
EXEED,2022,12876.0,чёрный,17928.0,роботизированная,полный,1 владелец,2.0,249.0,бензиновый ,АИ-95 ,8.5,9.5,Китай ,E ,195.0,Euro 5 ,3790000.0,4.75,4233.0,4292.0
Kia,2021,33500.0,белый,9700.0,автоматическая,передний,3 или более,2.5,194.0,бензиновый ,АИ-95 ,8.6,7.1,Южная Корея ,D ,210.0,Euro 5 ,3300000.0,2.84,4171.0,8375.0
Mercedes-Benz,2021,65000.0,чёрный,49545.0,автоматическая,полный,1 владелец,3.0,367.0,бензиновый ,АИ-95 ,6.2,9.4,Германия ,F ,246.0,Euro 6 ,12500000.0,3.1333333333333333,6826.2,16250.0
BMW,2021,16000.0,белый,71550.0,автоматическая,полный,1 владелец,4.4,530.0,бензиновый ,АИ-95 ,4.3,10.7,Германия ,E ,250.0,Euro 6 ,12900000.0,2.4318181818181817,10027.6,4000.0
Lada,2022,36000.0,серебристый,2250.0,механическая,передний,1 владелец,1.6,90.0,бензиновый ,АИ-95 ,11.2,6.8,Россия ,B ,179.0,Euro 5 ,844000.0,4.25,1612.8,12000.0
Volkswagen,2019,97000.0,серебристый,17430.0,автоматическая,полный,1 владелец,2.0,249.0,бензиновый ,АИ-95 ,6.8,8.2,Германия ,E ,225.0,Euro 6 ,4890000.0,4.1,3386.4,16166.666666666666
Audi,2020,38400.0,чёрный,45900.0,автоматическая,полный,1 владелец,3.0,340.0,бензиновый ,АИ-95 ,5.9,9.1,Германия ,E ,250.0,Euro 6 ,7600000.0,3.033333333333333,6018.0,7680.0
Voyah,2023,30.0,зелёный,13260.0,автоматическая,полный,1 владелец,1.5,490.0,гибридный ,АИ-92 ,4.8,0.81,Китай ,E ,200.0,Euro 6 ,4999000.0,0.54,3528.0,15.0
Kia,2006,148000.0,синий,4096.0,механическая,полный,3 или более,2.0,128.0,бензиновый ,АИ-95 ,14.7,11.6,Южная Корея ,C ,172.0,Euro 0,490000.0,5.8,3763.2,7789.473684210527
BMW,2018,63000.0,чёрный,5100.0,автоматическая,полный,1 владелец,2.0,150.0,дизельный ,ДТ ,9.3,4.7,Германия ,C ,204.0,Euro 6 ,2980000.0,2.35,2790.0,9000.0
Lada,2022,22000.0,белый,2000.0,механическая,полный,1 владелец,1.7,80.0,бензиновый ,АИ-95 ,19.0,10.2,Россия ,J ,140.0,Euro 5 ,1199990.0,6.0,2584.0,7333.333333333333
Mercedes-Benz,2020,117000.0,чёрный,44550.0,автоматическая,полный,2 владельца,2.9,330.0,дизельный ,ДТ ,5.7,8.0,Германия ,E ,240.0,Euro 6 ,9250000.0,2.7586206896551726,5454.900000000001,23400.0
Honda,2011,117900.0,белый,4620.0,механическая,передний,3 или более,1.8,140.0,бензиновый ,АИ-95 ,9.1,6.6,Япония ,C ,200.0,Euro 0,960000.0,3.6666666666666665,2293.2,8421.42857142857
LiXiang,2024,50.0,чёрный,181845.0,автоматическая,полный,1 владелец,1.5,449.0,гибридный ,АИ-95 ,5.3,7.8,Китай ,F ,180.0,Euro 0,7990000.0,5.2,3569.5499999999997,50.0
Mitsubishi,2012,181103.0,серый,9600.0,автоматическая,полный,3 или более,3.2,200.0,дизельный ,ДТ ,11.1,9.3,Япония ,J ,185.0,Euro 4 ,2849000.0,2.90625,7104.0,13931.0
Lada,2017,90555.0,коричневый,3392.0,механическая,передний,2 владельца,1.6,106.0,бензиновый ,АИ-95 ,11.4,7.2,Россия ,B ,176.0,Euro 0,920000.0,4.5,1933.4400000000003,11319.375
Chevrolet,2023,8.0,серый,9200.0,вариатор,передний,1 владелец,1.5,184.0,бензиновый ,АИ-92 ,7.8,6.35,США ,B ,205.0,Euro 0,2399000.0,4.233333333333333,2152.7999999999997,4.0
Mercedes-Benz,2014,119555.0,чёрный,13082.0,автоматическая,полный,3 или более,3.0,211.0,дизельный ,ДТ ,9.1,11.2,Германия ,J ,175.0,Euro 5 ,6390000.0,3.733333333333333,5760.3,10868.636363636364
Mercedes-Benz,2021,75000.0,чёрный,44550.0,автоматическая,полный,1 владелец,2.9,330.0,дизельный ,ДТ ,6.3,7.9,Германия ,F ,238.0,Euro 6 ,10990000.0,2.724137931034483,6029.099999999999,18750.0
Volkswagen,2015,225000.0,серебристый,3520.0,автоматическая,передний,3 или более,1.6,110.0,бензиновый ,АИ-95 ,11.7,5.9,Германия ,B ,184.0,Euro 5 ,840000.0,3.6875,2059.2,22500.0
Renault,2013,132559.0,бежевый,3286.0,механическая,передний,3 или более,1.6,106.0,бензиновый ,АИ-95 ,11.7,6.7,Франция ,C ,183.0,Euro 4 ,630000.0,4.1875,1984.3200000000002,11046.583333333334
Renault,2019,103900.0,красный,5100.0,вариатор,передний,1 владелец,1.3,150.0,бензиновый ,АИ-92 ,10.2,7.1,Франция ,C ,191.0,Euro 5 ,1569990.0,5.461538461538461,1988.9999999999998,17316.666666666668
Lexus,2021,26000.0,синий,10000.0,автоматическая,передний,1 владелец,2.5,200.0,бензиновый ,АИ-95 ,9.1,6.6,Япония ,E ,210.0,Euro 6 ,5600000.0,2.6399999999999997,4550.0,6500.0
Kia,2015,167000.0,чёрный,5100.0,механическая,полный,1 владелец,2.0,150.0,бензиновый ,АИ-95 ,11.3,8.5,Южная Корея ,C ,184.0,Euro 5 ,1450000.0,4.25,3390.0,16700.0
Jaguar,2018,72076.0,серый,5100.0,автоматическая,полный,2 владельца,2.0,150.0,дизельный ,ДТ ,10.5,5.6,Великобритания ,C ,193.0,Euro 6 ,3100000.0,2.8,3150.0,10296.57142857143
Volkswagen,2021,50871.0,серый,5250.0,роботизированная,передний,2 владельца,1.4,150.0,бензиновый ,АИ-95 ,9.3,6.8,Германия ,C ,195.0,Euro 6 ,3047000.0,4.857142857142858,1953.0000000000002,12717.75
Lada,2022,39621.0,белый,2250.0,механическая,передний,2 владельца,1.6,90.0,бензиновый ,АИ-95 ,11.2,6.8,Россия ,B ,179.0,Euro 5 ,829000.0,4.25,1612.8,13207.0
Hyundai,2021,62000.0,серебристый,4059.0,автоматическая,передний,1 владелец,1.6,123.0,бензиновый ,АИ-92 ,12.1,7.0,Южная Корея ,B ,169.0,Euro 5 ,2200000.0,4.375,2381.28,15500.0
Mazda,2016,130000.0,красный,9408.0,автоматическая,полный,3 или более,2.5,192.0,бензиновый ,АИ-95 ,7.9,7.3,Япония ,C ,194.0,Euro 4 ,2290000.0,2.92,3792.0,14444.444444444445
Toyota,2013,231969.0,коричневый,4818.0,механическая,полный,2 владельца,2.0,146.0,бензиновый ,АИ-95 ,10.7,8.0,Япония ,C ,180.0,Euro 0,1980000.0,4.0,3124.3999999999996,19330.75
Toyota,2021,23000.0,коричневый,10000.0,автоматическая,полный,1 владелец,2.8,200.0,дизельный ,ДТ ,9.9,8.9,Япония ,J ,175.0,Euro 6 ,6600000.0,3.178571428571429,5544.0,5750.0
Mercedes-Benz,2021,75000.0,чёрный,44550.0,автоматическая,полный,1 владелец,2.9,330.0,дизельный ,ДТ ,6.3,7.9,Германия ,F ,238.0,Euro 6 ,10990000.0,2.724137931034483,6029.099999999999,18750.0
Volkswagen,2015,225000.0,серебристый,3520.0,автоматическая,передний,3 или более,1.6,110.0,бензиновый ,АИ-95 ,11.7,5.9,Германия ,B ,184.0,Euro 5 ,840000.0,3.6875,2059.2,22500.0
Renault,2013,132559.0,бежевый,3286.0,механическая,передний,3 или более,1.6,106.0,бензиновый ,АИ-95 ,11.7,6.7,Франция ,C ,183.0,Euro 4 ,630000.0,4.1875,1984.3200000000002,11046.583333333334
Renault,2019,103900.0,красный,5100.0,вариатор,передний,1 владелец,1.3,150.0,бензиновый ,АИ-92 ,10.2,7.1,Франция ,C ,191.0,Euro 5 ,1569990.0,5.461538461538461,1988.9999999999998,17316.666666666668
Lexus,2021,26000.0,синий,10000.0,автоматическая,передний,1 владелец,2.5,200.0,бензиновый ,АИ-95 ,9.1,6.6,Япония ,E ,210.0,Euro 6 ,5600000.0,2.6399999999999997,4550.0,6500.0
Kia,2015,167000.0,чёрный,5100.0,механическая,полный,1 владелец,2.0,150.0,бензиновый ,АИ-95 ,11.3,8.5,Южная Корея ,C ,184.0,Euro 5 ,1450000.0,4.25,3390.0,16700.0
